Station,Data_Type,Date,Value
GHCND:USW00094789,DYTS,2013-07-01T00:00:00,2
GHCND:USW00094789,ADPT,2013-08-01T00:00:00,16.45
GHCND:USW00094789,ASLP,2013-08-01T00:00:00,1017
GHCND:USW00094789,ASTP,2013-08-01T00:00:00,1016.1
GHCND:USW00094789,AWBT,2013-08-01T00:00:00,19.08
GHCND:USW00094789,AWND,2013-08-01T00:00:00,9.6
GHCND:USW00094789,CDSD,2013-08-01T00:00:00,936
GHCND:USW00094789,CLDD,2013-08-01T00:00:00,291
GHCND:USW00094789,DP01,2013-08-01T00:00:00,8
GHCND:USW00094789,DP10,2013-08-01T00:00:00,4
GHCND:USW00094789,DP1X,2013-08-01T00:00:00,0
GHCND:USW00094789,DSND,2013-08-01T00:00:00,0
GHCND:USW00094789,DSNW,2013-08-01T00:00:00,0
GHCND:USW00094789,DT00,2013-08-01T00:00:00,0
GHCND:USW00094789,DT32,2013-08-01T00:00:00,0
GHCND:USW00094789,DX32,2013-08-01T00:00:00,0
GHCND:USW00094789,DX70,2013-08-01T00:00:00,31
GHCND:USW00094789,DX90,2013-08-01T00:00:00,0
GHCND:USW00094789,DYFG,2013-08-01T00:00:00,8
GHCND:USW00094789,DYNT,2013-08-01T00:00:00,20130815
GHCND:USW00094789,DYSD,2013-08-01T00:00:00,20130831
GHCND:USW00094789,DYSN,2013-08-01T00:00:00,20130831
GHCND:USW00094789,DYXP,2013-08-01T00:00:00,20130813
GHCND:USW00094789,ADPT,2013-09-01T00:00:00,12.04
GHCND:USW00094789,ASLP,2013-09-01T00:00:00,1016.9
